下单时间,推广设备,计划ID,计划名称,品类名,SKUID,展现数,点击数,点击率,总费用,千次展现成本,平均点击成本,直接订单行,直接订单金额,间接订单行,间接订单金额,总订单行,总订单金额,预售订单行,预售订单金额,直接加购数,间接加购数,总加购数,转化率(%),ROI,下单新客数,访问页面数,页面平均访问时长,深度进店数,店铺关注数,商品关注数,预约数,领劵数,推广模式
20230418,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10043509237366,22389,335,1.50,710.08,31.72,2.12,0,0.00,4,546.00,4,546.00,0,0.00,22,22,44,1.19,0.77,3,454,24.0,0,0,3,0,0,普通推广
20230419,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10043509237366,21974,317,1.44,762.37,34.69,2.40,0,0.00,3,387.00,3,387.00,0,0.00,28,29,57,0.95,0.51,3,628,21.7,0,1,1,0,0,普通推广
20230423,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10043509237366,20690,396,1.91,687.92,33.25,1.74,0,0.00,2,258.00,2,258.00,0,0.00,21,40,61,0.51,0.38,2,636,25.0,0,0,4,0,0,普通推广
20230422,全部,626847635,经典海投计划,花西子-彩妆套装,68477031919,18366,267,1.45,474.48,25.83,1.78,1,699.00,0,0.00,1,699.00,0,0.00,17,4,21,0.37,1.47,1,790,24.6,0,2,4,0,1,普通推广
20230422,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10043509237366,17610,374,2.12,657.80,37.35,1.76,1,129.00,2,258.00,3,387.00,0,0.00,18,13,31,0.80,0.59,3,542,24.0,0,0,1,0,0,普通推广
20230420,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10043509237366,17197,302,1.76,629.24,36.59,2.08,0,0.00,1,129.00,1,129.00,0,0.00,14,8,22,0.33,0.21,1,360,28.1,0,2,1,0,0,普通推广
20230420,全部,1185208742,海投新客推广_品牌近180天未购,花西子-防晒,10029307929810,17162,172,1.00,761.56,44.37,4.43,12,2388.00,7,641.60,19,3029.60,0,0.00,53,27,80,11.05,3.98,11,591,18.0,24,3,2,0,6,普通推广
20230424,全部,626847635,经典海投计划,花西子-粉饼,10064620812408,17017,187,1.10,891.10,52.37,4.77,1,199.00,0,0.00,1,199.00,0,0.00,10,14,24,0.53,0.22,1,273,23.2,0,1,1,0,0,普通推广
20230426,全部,626847635,经典海投计划,花西子-蜜粉/散粉,10038416971359,16582,226,1.36,662.11,39.93,2.93,1,169.00,1,149.00,2,318.00,0,0.00,21,19,40,0.88,0.48,2,262,16.6,0,0,1,0,1,普通推广
20230418,全部,626847635,经典海投计划,花西子-口红,65659245179,16014,316,1.97,659.68,41.19,2.09,0,0.00,1,69.00,1,69.00,0,0.00,36,24,60,0.32,0.10,1,653,22.0,0,1,1,0,0,普通推广
20230423,全部,626847635,经典海投计划,花西子-彩妆套装,68477031919,15755,287,1.82,520.73,33.05,1.81,0,0.00,2,213.90,2,213.90,0,0.00,16,17,33,0.70,0.41,1,817,17.2,0,0,1,0,0,普通推广
20230416,全部,626847635,经典海投计划,花西子-口红,65659245179,15579,351,2.25,697.59,44.78,1.99,4,356.00,1,129.00,5,485.00,0,0.00,49,30,79,1.42,0.70,4,551,18.2,0,0,3,0,2,普通推广
20230417,全部,626847635,经典海投计划,花西子-口红,65659245179,15496,310,2.00,658.36,42.49,2.12,1,89.00,0,0.00,1,89.00,0,0.00,38,16,54,0.32,0.14,1,500,14.7,0,0,3,0,3,普通推广
20230408,全部,626847635,经典海投计划,花西子-彩妆套装,68477031919,15477,375,2.42,1767.04,114.17,4.71,1,699.00,7,4273.00,8,4972.00,0,0.00,36,33,69,2.13,2.81,5,1014,19.7,0,3,1,0,3,普通推广
20230415,全部,626847635,经典海投计划,花西子-口红,65659245179,14950,339,2.27,710.65,47.54,2.10,3,267.00,1,89.00,4,356.00,0,0.00,28,23,51,1.18,0.50,4,463,16.3,0,0,3,0,0,普通推广
20230405,全部,626847635,经典海投计划,花西子-彩妆套装,68477031919,14852,399,2.69,1700.15,114.47,4.26,1,699.00,1,169.00,2,868.00,0,0.00,34,36,70,0.50,0.51,2,1048,18.6,0,4,13,0,2,普通推广
20230426,全部,626847635,经典海投计划,花西子-定妆喷雾,10068939766030,14403,95,0.66,323.10,22.43,3.40,2,298.00,1,149.00,3,447.00,0,0.00,9,4,13,3.16,1.38,1,158,25.9,0,1,1,0,3,普通推广
20230417,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10063306623300,14144,52,0.37,108.08,7.64,2.08,1,129.00,0,0.00,1,129.00,0,0.00,7,7,14,1.92,1.19,1,51,31.4,0,0,0,0,0,普通推广
20230406,全部,626847635,经典海投计划,花西子-彩妆套装,68477031919,14091,353,2.51,1751.91,124.33,4.96,1,1398.00,4,2010.00,5,3408.00,0,0.00,29,42,71,1.42,1.95,4,1130,20.8,0,2,0,0,1,普通推广
20230423,全部,626847635,经典海投计划,花西子-口红,65659245179,13802,360,2.61,619.30,44.87,1.72,1,89.00,3,487.00,4,576.00,0,0.00,44,20,64,1.11,0.93,3,751,16.4,0,2,1,0,0,普通推广
20230407,全部,626847635,经典海投计划,花西子-彩妆套装,68477031919,13241,336,2.54,1594.09,120.39,4.74,4,3495.00,6,2734.00,10,6229.00,0,0.00,26,18,44,2.98,3.91,8,938,20.2,0,0,2,0,3,普通推广
20230421,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10043509237366,13165,250,1.90,436.17,33.13,1.74,0,0.00,2,258.00,2,258.00,0,0.00,13,20,33,0.80,0.59,1,416,24.7,0,0,1,0,0,普通推广
20230426,全部,626847635,经典海投计划,花西子-粉饼,10064620812408,12893,179,1.39,621.59,48.21,3.47,1,199.00,2,338.00,3,537.00,0,0.00,15,14,29,1.68,0.86,3,366,18.7,0,1,1,0,1,普通推广
20230419,全部,626847635,经典海投计划,花西子-口红,65659245179,12696,256,2.02,556.14,43.80,2.17,2,178.00,2,178.00,4,356.00,0,0.00,50,31,81,1.56,0.64,3,645,17.3,0,0,2,0,2,普通推广
20230419,全部,626847635,经典海投计划,花西子-彩妆套装,68477031919,12660,248,1.96,1068.06,84.36,4.31,5,3495.00,7,4613.00,12,8108.00,0,0.00,23,26,49,4.84,7.59,10,851,25.0,0,2,0,0,3,普通推广
20230426,全部,626847635,经典海投计划,花西子-粉底液/膏,10037476816171,12143,262,2.16,994.70,81.92,3.80,0,0.00,4,706.00,4,706.00,0,0.00,13,35,48,1.53,0.71,3,390,17.5,0,0,2,0,1,普通推广
20230416,全部,626847635,经典海投计划,花西子-彩妆套装,68477031919,11911,221,1.86,896.86,75.30,4.06,1,699.00,1,1314.00,2,2013.00,0,0.00,21,31,52,0.90,2.24,2,654,17.1,0,0,1,0,4,普通推广
20230417,全部,626847635,经典海投计划,花西子-彩妆套装,68477031919,11289,200,1.77,765.01,67.77,3.83,3,2101.00,5,3015.00,8,5116.00,0,0.00,17,11,28,4.00,6.69,3,554,21.7,0,1,1,0,0,普通推广
20230409,全部,626847635,经典海投计划,花西子-彩妆套装,68477031919,11062,341,3.08,1472.31,133.10,4.32,1,699.00,8,3713.00,9,4412.00,0,0.00,18,35,53,2.64,3.00,6,918,22.0,0,3,0,0,3,普通推广
20230422,全部,626847635,经典海投计划,花西子-口红,65659245179,11025,366,3.32,627.39,56.91,1.71,5,445.00,2,178.00,7,623.00,0,0.00,38,24,62,1.91,0.99,4,835,17.7,0,0,4,0,0,普通推广
20230426,全部,626847635,经典海投计划,花西子-彩妆套装,10073527562750,10946,110,1.00,393.34,35.93,3.58,0,0.00,3,487.00,3,487.00,0,0.00,12,5,17,2.73,1.24,2,138,26.2,0,0,0,0,4,普通推广
20230405,全部,626847635,经典海投计划,花西子-粉饼,10064620812408,10416,180,1.73,382.18,36.69,2.12,1,199.00,2,378.00,3,577.00,0,0.00,14,8,22,1.67,1.51,1,237,18.5,0,0,2,0,2,普通推广
20230404,全部,626847635,经典海投计划,花西子-彩妆套装,68477031919,10389,337,3.24,1706.99,164.31,5.07,1,699.00,3,1527.00,4,2226.00,0,0.00,23,55,78,1.19,1.30,2,1181,16.8,0,2,0,0,5,普通推广
20230420,全部,626847635,经典海投计划,花西子-口红,65659245179,9832,224,2.28,441.69,44.92,1.97,1,89.00,3,267.00,4,356.00,0,0.00,22,11,33,1.79,0.81,4,393,18.2,0,0,1,0,1,普通推广
20230425,全部,626847635,经典海投计划,花西子-粉底液/膏,10037476816171,9759,194,1.99,779.47,79.87,4.02,1,269.00,4,223.81,5,492.81,0,0.00,15,20,35,2.58,0.63,2,401,29.2,0,2,4,0,1,普通推广
20230420,全部,626847635,经典海投计划,花西子-彩妆套装,68477031919,9489,204,2.15,688.37,72.54,3.37,1,699.00,3,1834.01,4,2533.01,0,0.00,17,14,31,1.96,3.68,2,956,16.5,0,1,1,0,1,普通推广
20230414,全部,626847635,经典海投计划,花西子-口红,65659245179,9424,234,2.48,500.94,53.16,2.14,2,178.00,4,371.91,6,549.91,0,0.00,26,9,35,2.56,1.10,2,518,15.5,0,3,2,0,3,普通推广
20230409,全部,626847635,经典海投计划,花西子-粉饼,10064620812408,9274,152,1.64,325.86,35.14,2.14,1,199.00,1,199.00,2,398.00,0,0.00,9,18,27,1.32,1.22,2,206,23.0,0,0,6,0,0,普通推广
20230424,全部,626847635,经典海投计划,花西子-蜜粉/散粉,10025033943235,9121,304,3.33,1785.83,195.79,5.87,1,169.00,9,1227.70,10,1396.70,0,0.00,45,42,87,3.29,0.78,7,845,20.1,0,3,2,0,3,普通推广
